Source/Request	Already?	Know? (grade)	POPULAR	Title	APP	Artist	Other Artist	Year	Other year	Duplicate	Decade	Genre	Crowd hit	Country?	Gig notes	MP3	Lyrics	Melody	Chords	Needs?	SIB DONE	PDF DONE	FORSCORE/TYPE
PRF 3rd only				Goin' Out of My Head																			PRF
				Going To A Go-Go																			RBF
				Good Luck Charm																			PRF
				Goodbye Cruel World																			PRF
PRF 4th only				Goodbye To Love																			
				Got To Be There																			RBF
				Got To Give It Up																			RBF
				Grazing In The Grass																			RBF
				Grease (from GREASE)																			PRF
				Green Green Grass Of Home																			PRF
				Green Onions																			RBF
				Green-Eyed Lady																			CRF
				Groovin'																			RBF
				Gypsys, Tramps And Thieves																			PRF
				Hair Of The Dog																			CRF
				Hallelujah, I Love Her So																			RBF
PRF 3rd only				Hands to Heaven																			PRF
				Hanky Panky																			PRF
				Happy Days (Theme from the Paramount Television Series HAPPY DAYS)																			PRF
				Happy, Happy Birthday Baby																			RBF
				Hard Habit To Break																			PRF
PRF 3rd only				Hard Headed Woman																			PRF
				Hard To Say I'm Sorry																			PRF
				He Don't Love You (Like I Love You)																			RBF
				He's A Rebel																			PRF
				He's Sure The Boy I Love																			RBF
				Heart And Soul																			CRF
				Heartbreaker																			RBF
				Heaven																			CRF
				Heaven																			PRF
				Heaven Help Us All																			RBF
				Heaven Is A Place On Earth																			PRF
				Hello Mary Lou																			PRF
				Hello Old Friend																			CRF
PRF 4th only				Help Me Rhonda																			
				Here And Now																			RBF
				Here And Now																			PRF
PRF 4th only				Hey Paula																			
				Hi-Heel Sneakers																			PRF
PRF 4th only				Higher Love																			
				Hiro's Song				0			00s												PV
				His Latest Flame																			PRF
				Hold Me Now (from THE WEDDING SINGER)																			PRF
				Hold On I'm Comin'																			RBF
PRF 4th only				Honeycomb																			PRF
				How Am I Supposed To Live Without You																			PRF
PRF 3rd only				How Can I Fall?																			PRF
				How Can You Mend A Broken Heart																			PRF
				How Deep Is Your Love																			PRF
PRF 4th only				How Much I Feel																			PRF
PRF 4th only				How Will I Know																			
				Hurting Each Other																			PRF
				I Almost Lost My Mind																			PRF
PRF 4th only				I Am Woman																			
				I Believe																			PRF
PRF 4th only				I Can't Dance																			
PRF 4th only				I Can't Go For That (No Can Do)																			
PRF 4th only				I Can't Stop Loving You																			PRF 4th (don't have)
PRF 3rd only				I Don't Wanna Cry																			PRF
				I Got A Woman																			PRF
				I Hear A Symphony																			PRF
PRF 4th only				I Honestly Love You (from THE BOY FROM OZ)																			
PRF 4th only				I Like It Like That																			
PRF 4th only				I Love The Night Life																			
				I Need Your Love Tonight																			PRF
PRF 4th only				I Still Believe																			
				I Want You, I Need You, I Love You																			PRF
PRF 4th only				I Will Remember You (Theme from THE BROTHERS McMULLEN)																			PRF
PRF 4th only				I Won't Last A Day Without You																			
				I Write The Songs																			PRF
PRF 3rd only				I'll Be Loving You (Forever)																			PRF
PRF 4th only				I'll Never Love This Way Again																			PRF
				I'm Henry VIII, I Am																			PRF
PRF 3rd only				I'm Just a Singer (In a Rock and Roll Band)																			PRF
PRF 3rd only				I'm Sorry																			PRF
PRF 4th only				I'm Too Sexy																			
PRF 3rd only				I've Told Ev'ry Little Star																			PRF
				If																			PRF
PRF 4th only				If Ever You're In My Arms Again																			
				If I Were A Carpenter																			PRF
PRF 4th only				If You Leave Me Now																			PRF
PRF 4th only				In Too Deep																			PRF
PRF 4th only				Is That All There Is																			PRF
				It Never Rains In Southern California																			PRF
				It's All In The Game																			PRF
				It's Just A Matter Of Time																			PRF
				It's Now Or Never																			PRF
PRF 4th only				It's Your Love																			
PRF 4th only				Jenny Take A Ride																			PRF
				Jive Talkin' (from SATURDAY NIGHT FEVER)																			PRF
PRF 4th only				Joy To The World																			PRF
				Keep On Dancing																			PRF
				King Of The Road																			PRF
				Kiss You All Over																			PRF
PRF 3rd only				Kissing a Fool																			PRF
				Knock Three Times																			PRF
PRF 4th only				Lady In Red																			
PRF 4th only				Last Date																			PRF
				Last Kiss																			PRF
				Laughter In The Rain																			PRF
PRF 3rd only				Lay Down (Candles in the Rain)																			PRF
PRF 4th only				Lead Me On																			PRF
				Leader Of The Pack																			PRF
PRF 4th only				Let's Get Together (Get Together)																			PRF
PRF 4th only				Let's Hang On (featured in JERSEY BOYS)																			
PRF 4th only				Limbo Rock																			PRF
PRF 4th only				Little Deuce Coupe																			
PRF 3rd only				Little Green Apples																			PRF
				Little Jeannie																			PRF
PRF 4th only				Little Star																			PRF
				Lollipop																			PRF
				Longer																			PRF
PRF 3rd only				looking for a New Love																			PRF
PRF 4th only				Looks Like We Made It																			PRF
				Lost In Your Eyes																			PRF
PRF 3rd only				Love Grows (Where My Rosemary Goes)																			PRF
PRF 3rd only				Love Is All Around																			PRF
PRF 4th only				Love Me																			
PRF 3rd only				Love of a Lifetime																			PRF
PRF 4th only				Love Potion Number 9																			
PRF 3rd only				Love So Right																			PRF
				Love Takes Time																			PRF
PRF 4th only				Love Theme From “St. Elmo's Fire” (from the Motion Picture ST. ELMO'S FIRE)																			PRF
PRF 4th only				Love Will Find A Way																			PRF
				Love Will Keep Us Together																			PRF
				Mama Told Me (Not To Come)																			PRF
				Mandy																			PRF
				Maneater																			PRF
				Maniac (from the Paramount Picture FLASHDANCE)																			PRF
PRF 4th only				Maria Maria																			
				Massachusetts (The Lights Went Out)																			PRF
				Me And Bobby McGee																			PRF
PRF 4th only				Mellow Yellow																			PRF
				Mickey																			PRF
PRF 3rd only				Midnight Train to Georgia																			PRF
				Miracle																			RBF
PRF 4th only				Missing You																			PRF
				Moments To Remember																			PRF
PRF 3rd only				Monday, Monday																			PRF
				More Love																			RBF
PRF 4th only				More Than Words																			
PRF 3rd only				Morning Train (Nine to Five)																			PRF
				Mr. Big Stuff																			RBF
PRF 3rd only				Mr. Custer																			PRF
				Mr. Lee																			PRF
				Mr. Spaceman																			CRF
				Mrs. Brown You've Got A Lovely Daughter																			PRF
				My All																			RBF
				My Babe																			RBF
PRF 4th only				My Boy Lollipop																			
				My Eyes Adored You																			PRF
PRF 3rd only				My Love																			PRF
				My Prerogative																			RBF
				My World Is Empty Without You																			RBF
				Na Na Hey Hey Kiss Him Goodbye																			PRF
				Nadine (Is It You)																			RBF
PRF 3rd only				Neither One of Us (Wants to Be the First to Say Goodbye)																			PRF
PRF 4th only				Never Been To Spain																			PRF
				Never Can Say Goodbye																			RBF
				Never Knew Love Like This Before																			RBF
PRF 4th only				Never My Love																			
				Night																			RBF
				Night Fever (from SATURDAY NIGHT FEVER)																			PRF
				Nightshift																			RBF
				Nightshift																			PRF
PRF 3rd only				Nikita																			PRF
				Nobody																			RBF
PRF 3rd only				Nobody Told Me																			PRF
PRF 3rd only				Nothin' at All																			PRF
PRF 4th only				Nothing From Nothing																			
				Nothing's Gonna Stop Us Now																			PRF
				Nowhere To Run																			RBF
PRF 4th only				Off The Wall																			PRF
PRF 3rd only				Oh Sheila																			PRF
PRF 4th only				Oh, Lonesome Me																			
PRF 3rd only				On a Carousel																			PRF
				On And On																			RBF
PRF 4th only				On The Road Again																			PRF
PRF 4th only				On The Wings Of Love																			PRF
				One Less Bell To Answer																			RBF
				One Mint Julep																			RBF
				One More Try																			PRF
PRF 3rd only				One Night in Bangkok																			PRF
				One Toke Over The Line																			PRF
PRF 3rd only				Only in My Dreams																			PRF
PRF 3rd only				Only Love Can Break a Heart																			PRF
				Only The Lonely (Know The Way I Feel)																			PRF
PRF 4th only				Only Women Bleed																			PRF
				Ooo Baby Baby																			RBF
PRF 3rd only				Opposites Attract																			PRF
PRF 3rd only				Out of the Blue																			PRF
				Over The Mountain, Across The Sea																			RBF
				Pain In My Heart																			RBF
				Papa's Got A Brand New Bag																			RBF
				Part Time Lover																			RBF
PRF 4th only				Party Doll																			PRF
PRF 3rd only				Patches (I 'm Depending on You)																			PRF
				People Got To Be Free																			PRF
PRF 4th only				Peppermint Twist																			PRF
				Philadelphia Freedom																			PRF
				Physical																			PRF
				Pick Up The Pieces																			RBF
				Pipeline																			PRF
				Playboy																			RBF
				Please Accept My Love																			RBF
																							
																							
																							
PRF 3rd only				Poetry in Motion																			PRF
				Poison Ivy																			RBF
				Poor Side Of Town																			PRF
				Precious And Few																			PRF
																							
PRF 4th only				Private Eyes																			PRF
				Put Your Hand In The Hand																			PRF
PRF 4th only				Rag Doll																			
				Raindrops																			RBF
				Raindrops																			PRF
PRF 4th only				Rainy Days And Mondays																			PRF
																							
				Reach Out And I'll Be There																			RBF
				Reach Out And Touch (Somebody's Hand)																			RBF
				Real Love																			RBF
PRF 3rd only				Real Real Real																			PRF
				Rebel 'Rouser																			PRF
PRF 4th only				Release Me																			PRF
																							
				Respect Yourself																			RBF
																							
PRF 4th only				Return To Me																			PRF
				Return To Sender (from GIRLS! GIRLS! GIRLS!)																			PRF
PRF 3rd only				Reunited																			PRF
																							
PRF 3rd only				Rhythm of My Heart																			PRF
				Ribbon In The Sky																			RBF
PRF 3rd only				Ride Like the Wind																			PRF
PRF 3rd only				Right Here, Right Now																			PRF
				Rip It Up																			PRF
PRF 4th only				Rock With You																			
PRF 4th only				Rock Your Baby																			PRF
				Rocket 88																			RBF
																							
																							
				Ruby Baby																			RBF
PRF 3rd only				Ruby, Don't Take Your Love to Town																			PRF
																							
				Run To You (from the film THE BODYGUARD)																			RBF
				Runaway																			RBF
				Runaway																			PRF
				Sacrifice																			PRF
				Sad Eyes																			PRF
PRF 3rd only				Sad Songs (Say So Much)																			PRF
				Sail On																			RBF
				Sailing																			PRF
PRF 3rd only				San Francisco (Be Sure to Wear Some Flowers in Your Hair)																			PRF
				Save a Horse Ride a Cowboy 																			
																							
																							
				Save Your Heart For Me																			PRF
				Saving All My Love For You																			RBF
																							
				Say It Loud (I'm Black And I'm Proud)																			RBF
PRF 4th only				Say, Has Anybody Seen My Sweet Gypsy Rose																			PRF
				Sea Of Love (featured in the Motion Picture SEA OF LOVE)																			PRF
				Searchin'																			RBF
																							
				Seasons In The Sun (Le Moribond)																			PRF
PRF 4th only				Secretly																			PRF
				See Saw																			RBF
				See You Later, Alligator																			PRF
				Send Me Some Lovin'																			RBF
PRF 4th only				Send Me The Pillow You Dream On																			PRF
				Send One Your Love																			RBF
				Separate Lives (Love Theme from WHITE NIGHTS)																			PRF
																							
PRF 3rd only				Shadow Dancing																			PRF
				Shake Me, Wake Me (When It's Over)																			RBF
				Shake You Down																			RBF
PRF 3rd only				Shake Your Love																			PRF
																							
PRF 3rd only				Shattered Dreams																			PRF
PRF 3rd only				She Believes in Me																			PRF
																							
PRF 3rd only				She Works Hard for the Money																			PRF
				She's A Lady																			PRF
																							
																							
				She's Gone																			RBF
																							
																							
PRF 4th only				Sheila																			PRF
				Shining Star																			RBF
																							
				Shop Around																			RBF
																							
PRF 4th only				Short Shorts																			PRF
				Shotgun																			RBF
																							
																							
				Sign Your Name																			RBF
																							
				Silhouettes																			PRF
PRF 3rd only				Simply Irresistible																			PRF
PRF 4th only				Since I Don't Have You																			
				Since I Met You Baby																			PRF
				Sincerely																			PRF
				Sing A Song																			RBF
PRF 4th only				Singing The Blues																			PRF
																							
				Sixteen Candles																			PRF
				Sixteen Reasons (Why I Love You)																			PRF
				Sixteen Tons																			PRF
				Sleepwalk																			PRF
				Smile A Little Smile For Me																			PRF
				Smiling Faces Sometimes																			RBF
PRF 4th only				Smoke From A Distant Fire																			
				Smokey Joe's Cafe																			RBF
				So Emotional																			RBF
PRF 4th only				Soldier Boy																			
PRF 3rd only				Soldier of Love																			PRF
																							
				Somebody's Watching Me																			RBF
				Someday																			PRF
				Someday (Esmeralda's Prayer) (from Walt Disney's THE HUNCHBACK OF NOTRE DAME)																			PRF
				Someday We'll Be Together																			RBF
																							
																							
																							
PRF 4th only				Somewhere In The Night																			
				Son Of Shaft																			RBF
				Soul Finger																			RBF
				Soul Limbo																			RBF
																							
																							
PRF 4th only				Splish Splash																			PRF
PRF 4th only				Spooky																			
Must learn 				Stacy's Mom 																			
PRF 4th only				Stagger Lee																			
																							
				Standing In The Shadows Of Love																			RBF
				Stay																			PRF
				Stay In My Corner																			RBF
				Still																			RBF
				Stoned Soul Picnic (Picnic, A Green City)																			RBF
																							
PRF 4th only				Stormy																			PRF
PRF 3rd only				Straight Up																			PRF
																							
																							
																							
PRF 4th only				Sugartime																			PRF
																							
																							
																							
																							
																							
				Super Freak																			RBF
PRF 3rd only				Superstar																			PRF
																							
																							
																							
				Suspicion																			PRF
																							
																							
																							
				Sweet Love																			RBF
PRF 4th only				Sweet Pea																			
PRF 3rd only				Take a Letter, Maria																			PRF
				Take A Look Around																			RBF
				Take Good Care Of My Baby																			PRF
PRF 3rd only				Take it Easy on Me																			PRF
																							
				Teardrops																			RBF
																							
				Tears On My Pillow																			RBF
																							
PRF 4th only				Teen Angel																			
				Tell It Like It Is																			RBF
				Tell It Like It Is																			PRF
				Tell Laura I Love Her																			PRF
				Tell Me It's Real																			RBF
				Ten Commandments Of Love																			RBF
PRF 4th only				Tequila																			
				That Girl																			RBF
PRF 3rd only				That's Life																			PRF
PRF 4th only				That's The Way (I Like It)																			
PRF 3rd only				That's the Way I've Always Heard It Should Be																			PRF
				That's The Way Of The World																			RBF
PRF 3rd only				That's What Love Is All About																			PRF
																							
PRF 4th only				The Boy From New York City																			
PRF 4th only				The Boy Is Mine																			
																							
PRF 4th only				The Great Pretender																			
				The Green Door																			PRF
PRF 4th only				The Grooveline																			
				The Little Old Lady (From Pasadena)																			PRF
PRF 4th only				The Living Years																			
																							
																							
PRF 4th only				The Lonely Bull																			PRF
				The Next Time I Fall																			PRF
PRF 3rd only				The Night Chicago Died																			PRF
PRF 3rd only				The Night Owls																			PRF
				The One That You Love																			PRF
				The One Who Really Loves You																			RBF
																							
																							
																							
PRF 3rd only				The Stroll																			PRF
				The Tears Of A Clown																			RBF
				The Tracks Of My Tears																			RBF
																							
				The Walk																			RBF
				The Watusi																			RBF
PRF 3rd only				The Wayward Wind																			PRF
				Theme From Shaft (from SHAFT)																			RBF
																							
																							
				There Goes My Baby																			PRF
				There's A Kind Of Hush (All Over The World)																			PRF
				Things																			PRF
PRF 3rd only				This Diamond Ring																			PRF
				This Is For The Lover In You																			RBF
PRF 4th only				This Kiss																			
				This Masquerade																			RBF
PRF 3rd only				This One's for the Children																			PRF
																							
PRF 4th only				Tie A Yellow Ribbon Round The Ole Oak Tree																			
PRF 3rd only				Time (Clock of the Heart)																			PRF
PRF 4th only				Time In A Bottle																			
				Time Is Tight																			RBF
				Time Will Reveal																			RBF
																							
				Tired Of Being Alone																			RBF
				To All The Girls I've Loved Before																			PRF
				To Be With You																			PRF
				To Love Somebody																			PRF
				To Sir, With Love (from TO SIR, WITH LOVE)																			PRF
PRF 3rd only				Tobacco Road																			PRF
				Together Again																			RBF
				Tonight, I Celebrate My Love																			RBF
																							
																							
				Too Busy Thinking About My Baby																			RBF
PRF 4th only				Top Of The World																			
				Torn Between Two Lovers																			PRF
				Touch A Hand, Make A Friend																			RBF
				Touch Me In The Morning																			RBF
																							
PRF 4th only				Traces																			
				Tragedy																			PRF
PRF 4th only				Travelin' Man																			
																							
																							
																							
																							
																							
PRF 4th only				Two Hearts																			
				Unpretty																			RBF
				Up, Up And Away																			PRF
																							
				Venus																			PRF
																							
																							
PRF 4th only				Walk A Mile In My Shoes																			
				Walk Away Renee																			PRF
PRF 4th only				Walk Don't Run																			
PRF 4th only				Walk Like An Egyptian																			
				Walk On By																			RBF
				Walk On By																			PRF
PRF 4th only				Walk Right In																			
				Walk This Way																			PRF
				Walkin' The Dog																			RBF
																							
PRF 3rd only				Want Ads																			PRF
				War																			RBF
				Way Over There																			RBF
																							
																							
				We're In This Love Together																			RBF
PRF 4th only				We've Only Just Begun																			
				Wedding Bell Blues																			RBF
																							
																							
				What'd I Say																			PRF
																							
				What's Love Got To Do With It																			PRF
				When I Fall In Love																			PRF
PRF 4th only				When I Grow Up (To Be A Man)																			
																							
PRF 4th only				When Will I Be Loved																			
				When You Say Nothing At All																			PRF
																							
				Where Do Broken Hearts Go																			RBF
																							
PRF 3rd only				Where Does My Heart Beat Now																			PRF
				Where The Boys Are																			PRF
				Which Way You Going Billy?																			PRF
																							
																							
																							
PRF 4th only				Who's Making Love																			
PRF 4th only				Why Do Fools Fall In Love																			
				Why Does It Hurt So Bad (from the Original Soundtrack Album WAITING TO EXHALE)																			RBF
																							
																							
				Wild, Wild West	Y			9															PRF
PRF 4th only				Will It Go Round In Circles																			
PRF 4th only				Winchester Cathedral																			
PRF 3rd only				Wind of Change																			PRF
																							
				Wishing Well																			RBF
																							
																							
																							
																							
PRF 3rd only				With Every Beat of My Heart																			PRF
				Woman																			PRF
				Woman In Love																			PRF
				Wonderful! Wonderful!																			PRF
				Wooly Bully (featured in the Motion Picture SPLASH)																			PRF
				Workin' On A Groovy Thing																			RBF
				Working In The Coal Mine																			RBF
				Working My Way Back To You (featured in JERSEY BOYS)																			RBF
PRF 4th only																							
				Wrap It Up																			RBF
				Yes, I'm Ready																			RBF
				Yester-Me, Yester-You, Yesterday																			RBF
																							
																							
PRF 4th only				Yesterday Once More																			
																							
				You And I																			RBF
PRF 4th only				You And Me Against The World																			
PRF 4th only				You Are So Beautiful																			
																							
																							
																							
PRF 4th only				You Don't Have To Be A Star (To Be In My Show)																			
				You Don't Know Like I Know																			RBF
PRF 4th only				You Don't Mess Around With Jim																			
				You Don't Own Me																			PRF
PRF 3rd only				You Give Good Love																			PRF
																							
				You Got It (from the Original Soundtrack Album BOYS ON THE SIDE)																			PRF
				You Haven't Done Nothin'																			RBF
				You Keep Me Hangin' On																			RBF
																							
PRF 4th only				You Make Me Feel Like Dancing																			
																							
																							
				You Should Be Dancing (from SATURDAY NIGHT FEVER)																			PRF
PRF 4th only				You Talk Too Much																			
				You're All I Need To Get By																			RBF
PRF 3rd only				You're in love																			PRF
				You're Makin' Me High																			RBF
				You're My Choice Tonight (from CHOOSE ME)																			RBF
																							
				You're The Inspiration																			PRF
				You've Lost That Lovin' Feelin'																			PRF
																							
																							
																							
																							
				Young Blood																			RBF
																							
PRF 4th only				Young Love																			
																							
PRF 4th only				Your Mama Don't Dance																			
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							PRF
																							
PRF 4th only																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							PRF
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
05/14/16 Fleischman party																				LC			
